Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,Alternative Fuel Economy Combined,Conventional Fuel Economy Combined,Transmission Type,Engine Size
Transit Bus,AXESS 40' low floor,0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Transit Bus,Axess-BEB 32' low floor,0,ENC,Electric,,,,Manual,
Transit Bus,Axess-BEB 35' low floor,0,ENC,Electric,,,,Manual,
Transit Bus,Axess-BEB 40' low floor,0,ENC,Electric,,,,Manual,
Transit Bus,AXESS-FC 40' low floor,0,ENC,Hydrogen Fuel Cell,,,,Manual,
Transit Bus,E-Z RIDER II 30',0,ENC,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,E-Z RIDER II 30',0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,E-Z RIDER II 32',0,ENC,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,E-Z RIDER II 32',0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Transit Bus,E-Z RIDER II 35',0,ENC,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,E-Z RIDER II 35',0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,XHF 29',0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Transit Bus,XHF 33',0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Transit Bus,XHF 35',0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,XHF 40',0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Vocational/Cab Chassis,"E350, E450 Cutaway",0,Ford,Propane - Bi-fuel|CNG - Bi-fuel|Propane|CNG - Compressed Natural Gas|Ethanol (E85),,,,Manual,
Vocational/Cab Chassis,"E350, E450 Cutaway",0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",0,Ford,Propane - Bi-fuel|Propane|CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,E-450 Box Truck,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,E450 Cutaway,0,Ford,Electric,,,,Manual,
School Bus,E-450 School Bus,0,Ford,Electric,,,,Manual,
Passenger Van/Shuttle Bus,E-450 Shuttle,0,Ford,Electric,,,,Manual,
Step Van,E-450 Step Van,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,E450 Stripped Chassis,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,E-450 Work Truck,0,Ford,Electric,,,,Manual,
Van,E-Transit Cargo Van,0,Ford,Electric,,,,Automatic,
Vocational/Cab Chassis,E-Transit Cutaway/Chassis Cab,0,Ford,Electric,,,,Automatic,
Passenger Van/Shuttle Bus,F-550 Bus,0,Ford,Electric,,,,Manual,
School Bus,F-59 School Bus,0,Ford,Electric,,,,Manual,
Passenger Van/Shuttle Bus,F-59 Shuttle Bus,0,Ford,Electric,,,,Manual,
Step Van,F-59 Step Van,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,F-59 Stripped Chassis,0,Ford,CNG - Compressed Natural Gas|Propane - Bi-fuel|E85/Hybrid Electric|CNG - Bi-fuel|Propane,,,,Manual,
Vocational/Cab Chassis,F-59 Stripped Chassis,0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,F-59 Stripped Chassis,0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,F-650 Box Truck,0,Ford,Electric,,,,Automatic,
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",0,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,,,,Manual,
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",0,Ford,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,Super Duty Chassis Cab F350,0,Ford,Ethanol (E85),,,,Manual,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",0,Ford,Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas|CNG - Bi-fuel,,,,Manual,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",0,Ford,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",0,Ford,Hybrid Electric,,,,Manual,
Pickup,"Super Duty F250, F350, F450",0,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,,,,Manual,
Pickup,"Super Duty F250, F350, F450",0,Ford,Biodiesel (B20),,,,Manual,
Pickup,"Super Duty F250, F350, F450",0,Ford,Hybrid Electric,,,,Manual,
Pickup,"Super Duty F250, F350, F450",0,Ford,Plug-in Hybrid Electric,,,,Manual,
Van,Transit 250/350 Cargo Van,0,Ford,Ethanol (E85),,,,Manual,
Van,Transit 250/350 Cargo Van,0,Ford,Electric,,,,Manual,
Van,Transit 250/350 Cargo Van,0,Ford,Hybrid Electric,,,,Manual,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,0,Ford,Electric,,,,Manual,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,0,Ford,Ethanol (E85),,,,Manual,
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,"Transit CC-CA 250, 350",0,Ford,Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,"Transit CC-CA 250, 350",0,Ford,Electric,,,,Manual,
Vocational/Cab Chassis,Transit Cutaway/Chassis Cab,0,Ford,Ethanol (E85),,,,Manual,
Vocational/Cab Chassis,114SD NG - Class 8,0,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Tractor,Cascadia Natural Gas,0,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
TractorVocational/Cab Chassis,M2 112 NG,0,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Vocational/Cab Chassis,MT-45 G Chassis - Class 4,0,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,,,,Automatic,
Vocational/Cab Chassis,MT-50e,0,Freightliner Custom Chassis,Electric,,,,Automatic,
Vocational/Cab Chassis,MT-55 G Chassis,0,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,,,,Automatic,
Vocational/Cab Chassis,S2G Truck - Class 6,0,Freightliner Custom Chassis,Propane,,,,Manual,
Vocational/Cab Chassis,eCanter,0,FUSO,Electric,,,,Automatic,
Transit Bus,"BRT, BRT Plus, Commuter",0,Gillig,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,"BRT, BRT Plus, Commuter",0,Gillig,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,"Low Floor, Low Floor Plus",0,Gillig,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,"Low Floor, Low Floor Plus",0,Gillig,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,Low Floor Plus,0,Gillig,Electric,,,,Manual,
Transit Bus,Trolley,0,Gillig,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,Trolley,0,Gillig,CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,M3EV - Class 7,0,Global,Electric,,,,Manual,
Street Sweeper,M4EV - Class 7,0,Global,Electric,,,,Manual,
Street Sweeper,M4 Hybrid,0,Global,Diesel/Hybrid Electric,,,,Manual,
Street Sweeper,M4/M4HSD CNG,0,Global,CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,M4ZE/M4HSDZE - Class 7,0,Global,Hydrogen Fuel Cell,,,,Manual,
Van,Zevo 600,0,GM BrightDrop,Electric,,,,Manual,
Passenger Van/Shuttle Bus,Savana 2500/3500,0,GMC,Ethanol (E85),,,,Manual,
Passenger Van/Shuttle Bus,Savana 2500/3500,0,GMC,Biodiesel (B20),,,,Manual,
Van,Savana 2500/3500,0,GMC,Ethanol (E85),,,,Manual,
Van,Savana 2500/3500,0,GMC,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,Savana 3500/4500 Cutaway,0,GMC,Ethanol (E85),,,,Manual,
Pickup,Sierra 2500/3500 HD,0,GMC,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,Sierra 3500 HD Cab Chassis,0,GMC,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,"G1, G2",0,Greenkraft,Propane|CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,"G3, G4",0,Greenkraft,Propane|CNG - Compressed Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,AV Star,0,GreenPower Motor Company,Electric,,,,Manual,
School Bus,BEAST,0,GreenPower Motor Company,Electric,,,,Manual,
Transit Bus,EV250,0,GreenPower Motor Company,Electric,,,,Manual,
Transit Bus,EV350,0,GreenPower Motor Company,Electric,,,,Manual,
Transit Bus,EV550,0,GreenPower Motor Company,Electric,,,,Manual,
Passenger Van/Shuttle Bus,EV Star,0,GreenPower Motor Company,Electric,,,,Manual,
Passenger Van/Shuttle Bus,EV Star+,0,GreenPower Motor Company,Electric,,,,Manual,
Van,EV Star Cargo,0,GreenPower Motor Company,Electric,,,,Manual,
Vocational/Cab ChassisVan,EV Star Cargo+,0,GreenPower Motor Company,Electric,,,,Manual,
Vocational/Cab Chassis,EV Star CC,0,GreenPower Motor Company,Electric,,,,Manual,
Refuse,"Front Loader: Half/Pack (including Automated), Half/Pack Freedom, Half/Pack Sierra, Half/Pack Low Rider (including Automated)",0,Heil Environmental,CNG - Compressed Natural Gas,,,,Manual,
Refuse,"Rear Loader: PowerTrak, PowerTrak Commercial, DuraPack 4060 and 5000, PT 1000, Under CDL Mini Rear Loader",0,Heil Environmental,CNG - Compressed Natural Gas,,,,Manual,
Refuse,"Side Loader: Command-SST, DuraPack Python and Rapid Rail, Liberty and MultiPack Automated",0,Heil Environmental,CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,L6 Conventional,0,Hino,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,L7 Conventional,0,Hino,Biodiesel (B20),,,,Manual,
TractorVocational/Cab Chassis,XL7 Conventional,0,Hino,Biodiesel (B20),,,,Manual,
TractorVocational/Cab Chassis,XL8 Conventional,0,Hino,Biodiesel (B20),,,,Manual,
Passenger Van/Shuttle Bus,Carriage ,0,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,Manual,
Passenger Van/Shuttle Bus,Commuter,0,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,Commuter,0,Hometown Manufacturing,Electric,,,,Manual,
Transit Bus,Mainstreet,0,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,Mainstreet,0,Hometown Manufacturing,Electric,,,,Manual,
Transit Bus,Streetcar,0,Hometown Manufacturing,Electric,,,,Manual,
Passenger Van/Shuttle Bus,Streetcar,0,Hometown Manufacturing,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,Streetcar,0,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,Urban,0,Hometown Manufacturing,Electric,,,,Manual,
Transit Bus,Urban,0,Hometown Manufacturing,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,View,0,Hometown Manufacturing,Electric,,,,Manual,
Transit Bus,View,0,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,Manual,
Passenger Van/Shuttle Bus,Villager,0,Hometown Manufacturing,Electric,,,,Manual,
Passenger Van/Shuttle Bus,Villager,0,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,,,,Manual,
School Bus,CE Series,0,IC Bus,Propane,,,,Manual,
School Bus,Electric CE Series,0,IC Bus,Electric,,,,Automatic,
Vocational/Cab Chassis,eMV,0,International,Electric,,,,Automatic,
Vocational/Cab Chassis,"FTR, FVR",0,Isuzu,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,"NPR-HD, NPR-XD, NQR, NRR",0,Isuzu,Biodiesel (B20),,,,Manual,
Tractor,Ottawa T2E+,0,Kalmar,Electric,,,,Manual,
Vocational/Cab Chassis,K270/K370,0,Kenworth,Electric,,,,Manual,
Vocational/Cab Chassis,T180/T280,0,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Tractor,T680,0,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Tractor,T680E,0,Kenworth,Electric,,,,Manual,
Tractor,T880,0,Kenworth,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,T880,0,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Vocational/Cab Chassis,LION6,0,Lion Electric,Electric,,,,Automatic,
Vocational/Cab Chassis,LION8 - Class 8,0,Lion Electric,Electric,,,,Automatic,
Refuse,LION8 Refuse ASL and REL - Class 8,0,Lion Electric,Electric,,,,Automatic,
Tractor,LION8T - Class 8,0,Lion Electric,Electric,,,,Automatic,
School Bus,LIONA,0,Lion Electric,Electric,,,,Automatic,
School Bus,LIONC,0,Lion Electric,Electric,,,,Automatic,
School Bus,LIOND,0,Lion Electric,Electric,,,,Automatic,
Passenger Van/Shuttle Bus,LIONM,0,Lion Electric,Electric,,,,Automatic,
Tractor,Anthem - Class 8,0,Mack,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Refuse,LR,0,Mack,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Refuse,LR,0,Mack,Electric,,,,Manual,
Vocational/Cab Chassis,TerraPro Cab Over,0,Mack,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Refuse,TerraPro Cab Over,0,Mack,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,D4000 Commuter Coach,0,MCI,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,D4000 Hybrid Commuter Coach - Class 8,0,MCI,Diesel/Hybrid Electric,,,,Automatic,
Transit Bus,D4500 Commuter Coach,0,MCI,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,D4500 Hybrid Commuter Coach - Class 8,0,MCI,Diesel/Hybrid Electric,,,,Automatic,
Transit Bus,D45 CRT LE CHARGE - Class 8,0,MCI,Electric,,,,Automatic,
Transit Bus,J4500e CHARGE - Class 8,0,MCI,Electric,,,,Automatic,
Refuse,"Front Loaders: Meridian, Atlantic, Contendor - Class 8",0,McNeilus,CNG - Compressed Natural Gas,,,,Manual,
Refuse,"Rear Loader: Standard, Heavy Duty, Extra Compaction,Tag Axle, Split Body, M2 - Class 8",0,McNeilus,CNG - Compressed Natural Gas,,,,Manual,
Refuse,"Side Loader: AutoReach, Manual/Automated, Zero Radius - Class 8",0,McNeilus,CNG - Compressed Natural Gas,,,,Manual,
Vocational/Cab Chassis,"Standard, Bridgemaster, Oshkosh S-Series - Class 8",0,McNeilus,CNG - Compressed Natural Gas,,,,Manual,
Step Van,(various models),0,Morgan-Olson,Electric,,,,Automatic,
Transit Bus,Xcelsior 35',0,New Flyer,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,Xcelsior 40',0,New Flyer,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,Xcelsior 40',0,New Flyer,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,Xcelsior 60',0,New Flyer,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,Xcelsior 60',0,New Flyer,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,Xcelsior CHARGE 35',0,New Flyer,Electric,,,,Manual,
Transit Bus,Xcelsior CHARGE 40',0,New Flyer,Electric,,,,Manual,
Transit Bus,Xcelsior CHARGE 60',0,New Flyer,Electric,,,,Manual,
Transit Bus,Xcelsior CHARGE H2 40',0,New Flyer,Hydrogen Fuel Cell,,,,Manual,
Transit Bus,Xcelsior CHARGE H2 60',0,New Flyer,Hydrogen Fuel Cell,,,,Manual,
Street Sweeper,Osprey II sweeper,0,Nitehawk,Propane - Bi-fuel,,,,Manual,
Street Sweeper,Osprey II sweeper,0,Nitehawk,Ethanol (E85),,,,Manual,
Street Sweeper,Raptor II sweeper,0,Nitehawk,CNG - Compressed Natural Gas|Propane - Bi-fuel,,,,Manual,
Transit Bus,LFS Artic HEV - Class 8,0,Nova Bus,Diesel/Hybrid Electric,,,,Manual,
Transit Bus,LFS CNG - Class 8,0,Nova Bus,CNG - Compressed Natural Gas,,,,Manual,
Transit Bus,LFSe,0,Nova Bus,Electric,,,,Manual,
Transit Bus,LFSe+,0,Nova Bus,Electric,,,,Manual,
Transit Bus,LFS HEV - Class 8,0,Nova Bus,Diesel/Hybrid Electric,,,,Manual,
Vocational/Cab Chassis,E1 Cutaway Chassis,0,Optimal-EV,Electric,,,,Automatic,
Passenger Van/Shuttle Bus,S1 LF Low Floor,0,Optimal-EV,Electric,,,,Automatic,
Tractor,T Series terminal,0,Orange EV,Electric,,,,Manual,
Vocational/Cab Chassis,220EV - Class 6,0,Peterbilt,Electric,,,,Automatic,
Vocational/Cab Chassis,220EV - Class 7,0,Peterbilt,Electric,,,,Automatic,
Vocational/Cab Chassis,520,0,Peterbilt,CNG - Compressed Natural Gas,,,,Manual,
Refuse,520EV - Class 8,0,Peterbilt,Electric,,,,Automatic,
Vocational/Cab Chassis,535 - Class 5,0,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Automatic|Manual,
Vocational/Cab Chassis,536 - Class 6,0,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Automatic|Manual,
Vocational/Cab Chassis,537 - Class 7,0,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Automatic|Manual,
Vocational/Cab Chassis,548 - Class 8,0,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Automatic|Manual,
TractorVocational/Cab Chassis,567 - Class 8,0,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,Automatic|Manual,
Vocational/Cab ChassisTractor,579,0,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Automatic|Manual,
Tractor,579EV - Class 8,0,Peterbilt,Electric,,,,Automatic,
Transit Bus,ZX5 35-Foot Bus - Class 8,0,Proterra,Electric,,,,Manual,
Transit Bus,ZX5+ 35-Foot Bus - Class 8,0,Proterra,Electric,,,,Manual,
Transit Bus,ZX5 40-Foot Bus - Class 8,0,Proterra,Electric,,,,Manual,
Transit Bus,ZX5+ 40-Foot Bus - Class 8,0,Proterra,Electric,,,,Manual,
Transit Bus,ZX5MAX 40-Foot Bus - Class 8,0,Proterra,Electric,,,,Manual,
Pickup,2500/3500 HD,0,RAM,Biodiesel (B20),,,,Manual,
Vocational/Cab Chassis,3500/4500/5500,0,RAM,Biodiesel (B20),,,,Manual,
Street Sweeper,A7 Tornado sweeper - Class 6,0,Schwarze Industries,CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,A7 Zephyr sweeper - Class 6,0,Schwarze Industries,CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,M6 Avalanche,0,Schwarze Industries,CNG - Compressed Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,Allstar 22,0,Starcraft,Electric,,,,Manual,
School Bus,E-Quest,0,Starcraft,Electric,,,,Manual,
School Bus,E-Quest XL,0,Starcraft,Electric,,,,Manual,
School Bus,Minotour - Class 4,0,Thomas Built,CNG - Compressed Natural Gas|Propane,,,,Manual,
Passenger Van/Shuttle Bus,Minotour Activity - Class 4,0,Thomas Built,CNG - Compressed Natural Gas|Propane,,,,Manual,
Passenger Van/Shuttle Bus,Saf-T-Liner C2 Activity,0,Thomas Built,CNG - Compressed Natural Gas,,,,Manual,
School Bus,Saf-T-Liner C2 Jouley,0,Thomas Built,Electric,,,,Automatic,
School Bus,Saf-T-Liner HDX - Class 8,0,Thomas Built,CNG - Compressed Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,Saf-T-Liner HDX Activity - Class 8,0,Thomas Built,CNG - Compressed Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,Transit-Liner C2,0,Thomas Built,CNG - Compressed Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,Transit-Liner HDX,0,Thomas Built,CNG - Compressed Natural Gas,,,,Manual,
Tractor,Pro Spotter,0,TICO,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,Ford - Odyssey,0,Turtle Top,Propane|CNG - Compressed Natural Gas,,,,Manual,
Passenger Van/Shuttle Bus,Ford - Odyssey XL,0,Turtle Top,CNG - Compressed Natural Gas|Propane,,,,Manual,
Passenger Van/Shuttle Bus,Ford - Terra Transit,0,Turtle Top,Electric,,,,Manual,
Passenger Van/Shuttle Bus,Ford - Van Terra,0,Turtle Top,CNG - Compressed Natural Gas|Propane,,,,Manual,
Passenger Van/Shuttle Bus,Ford - VT3,0,Turtle Top,Propane|CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,500x,0,TYMCO,CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,600,0,TYMCO,CNG - Compressed Natural Gas,,,,Manual,
Street Sweeper,HSP,0,TYMCO,CNG - Compressed Natural Gas,,,,Manual,
Step Van,(various models),0,Utilimaster,Electric,,,,Automatic,
Transit Bus,CX45E,0,Van Hool,Electric,,,,Manual,
Tractor,VNR Electric - Class 8,0,Volvo,Electric,,,,Manual,
Step Van,C-Series,0,Workhorse,Electric,,,,Automatic,
